docDOI,docSection,docAuthor,docTitle,docAcceptDate,docPaymentDate,docPublishDate,docPrintIssue,docPrintNotes,docNumPagesPrint,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docEnteredDate,docCopyEditBeginDate,docCopyEditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docFinalizeDate,docOpenAccess,docTranslation,docAdConflicts,docCollectionCode1
171411,Practice,O'Connor,Placenta percreta,08-Jan-18,,12-Feb-18,March 2018,,1,Vicky,Erin D,Olivier,DK,,10-Jan-18,15-Jan-18,16-Jan-18,16-Jan-18,16-Jan-18,17-Jan-18,23-Jan-18,25-Jan-18,FALSE,FALSE,"Cesarean section, neonatal medicine, pediatrics","504, 413, 415, 159"
171241,Practice,Felfeli,Eye complication from self-injury in a child,08-Jan-18,,29-Jan-18,April 2018,Fig. 1 to Prod. Jan. 12 to remove panel B,1,Lea,Olivier,Erin D,DK,,,10-Jan-18,10-Jan-18,10-Jan-18,12-Jan-18,15-Jan-18,16-Jan-18,16-Jan-18,FALSE,FALSE,"Autism spectrum disorder, retinal detachment, cataracts, self-injury behaviour, adolescents","504, 538, 490, 72, 86"
68890,Letter,Uddin,Missing details in repeated influenza vaccine paper,08-Jan-18,,,,DK: post only; agree with your suggested title,,,NA,,,,,,,,,,,,TRUE,TRUE,,
68893,Letter,Prior,"RE Doctors share responsibility for damaging discourse: ""Well Said!""",08-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170812,Practice,Zhou,Cutaneous lymphoid hyperplasia (pseudolymphoma),08-Feb-18,,3-Apr-18,,AUs waiting for details requested by DK for Appendix 1 from Dr. Asaad; will send when they have them.,1,Lea,Erin D,,DK,NA,22-Feb-18,9-Mar-18,9-Mar-18,9-Mar-18,14-Mar-18,14-Mar-18,16-Mar-18,20-Mar-18,FALSE,FALSE,"Dermatology, lesions, lymphoma","504, 22, 383"
171305,Practice,Bogaty,Powassan virus - an emerging public health concern,08-Feb-18,,16-Apr-18,June 2018,"consider publishing just ahead of Cdn tick season: Apr+, Mel",1,Lea,Erin D,Erin,KP,,12-Feb-18,21-Mar-18,21-Mar-18,21-Mar-18,28-Mar-18,28-Mar-18,3-Apr-18,3-Apr-18,FALSE,FALSE,"Ticks, infectious diseases Powassan virus, microbiology","514, 154, 170, 383"
161449,Editorial,Flegel,Spousal stress in acute illness,08-Dec-16,,23-Jan-17,February 2017,,1,Kate S,Olivier,Olivier,KP,NA,8-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,5-Jan-17,TRUE,TRUE,"mental health, intensive care, caregiving","21, 383"
733383,Letter,McDonald,Real-Word Data Really Matters,08-Aug-17,,16-Oct-17,November 2017,"KP: post, publish and consider for print",,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733381,Letter,Sievenpiper,The importance of study design in the assessment of nonnutritive sweeteners and cardiometabolic health,08-Aug-17,,20-Nov-17,,KP: post and publish. Don't print,1,Lea,Olivier,Erin D,DK,,,3-Oct-17,3-Oct-17,3-Oct-17,3-Oct-17,4-Oct-17,5-Oct-17,12-Oct-17,TRUE,TRUE,,
160798,Commentary,Kissoon,The Global Burden of Sepsis,07-Oct-16,,9-Jan-17,January 2017,,2,Sarah,Erin D,,KP,,11-Oct-16,24-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,28-Oct-16,1-Nov-16,FALSE,FALSE,"infection, antibiotics, antimicrobials, antivirals","170, 200"
171177,Practice,Roy,Majocchi granuloma in a 58-year-old man with treatment-resistant annular scaling plaque,07-Nov-17,,4-Dec-17,,,1,Vicky,Erin D,Erin D,DK,,14-Nov-17,20-Nov-17,20-Nov-17,20-Nov-17,20-Nov-17,21-Nov-17,21-Nov-17,21-Nov-17,FALSE,FALSE,"dermatology, infectious disease treatments","504, 22, 154"
733573,Letter,Henderson,"APPEAL TO PHYSICIANS - OPIOIDS HAVE THEIR PLACE   Let's avoid an unintended tragedy!""",07-Nov-17,,,,Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
180048,Practice,Yang,Relapsing Balo’s Concentric Sclerosis,07-May-18,,,,,1,,Erin,,,,10-May-18,,,,,,,,TRUE,TRUE,,
69405,Letter,McKennitt,RE: Reducing the cost of inequality by inequity,07-Mar-18,,, ,"KP: Post, Publish and consider for Print",1,,Erin D,,,,8-Mar-18,,,,,,,,TRUE,TRUE,,
69406,Letter,Donzelli,"RE: Does repeated influenza vaccination prevent severe/fatal influenza in older adults? It might be, but also not",07-Mar-18,,,,KP: Post and Publish only,1,,Olivier,,,,13-Mar-18,,,,,,,,TRUE,TRUE,,
69407,Letter,Corser,"RE: &""ors share responsibility for damaging discourse""",07-Mar-18,,,,KP: Post and Publish only,1,,Erin D,,,,8-Mar-18,,,,,,,,TRUE,TRUE,,
732962,Letter,Ginzburg,Why is the screening colonoscopy not recommended?,07-Mar-17,,,,Super long letter,,,,,,,,,,,,,,,TRUE,TRUE,,
170427,Commentary,Cairns,Why support a separate medical access framework for cannabinoids?,07-Jun-17,,17-Jul-17,September 2017,,2,Lea,Erin D,ED,DK,,12-Jun-17,16-Jun-17,16-Jun-17,16-Jun-17,16-Jun-17,19-Jun-17,20-Jun-17,21-Jun-17,FALSE,FALSE,"marijuana, cannabis, drug regulation, health policy","500, 186, 165"
733330,Letter,Haines,Canadian HCV Screening Guidelines: A Disconnect Between Evidence and Recommendations,07-Jul-17,,11-Sep-17,,DK: Post and publish. Consider for print if authors respond.,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
69172,Letter,Liu,"The authors respond to ""Failure to monitor or prevent unintended pregnancy is the key intergenerational problem, not the pregnancy outcome""",07-Feb-18,,14-May-18, ,"DK: Post, Publish and consider for Print with 69162",1,Vicky,Olivier,Erin,DK,,15-Feb-18,3-Apr-18,4-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,6-Apr-18,TRUE,TRUE,,
69173,Letter,Bertrand,"""RE: some patients with chronic pain need low-dose opioid therapy""",07-Feb-18,,22-May-18,,DK: Post and Publish only if author makes changes. (Author did; Mel entered and posted letter online),1,Lea,Olivier,Erin,,,15-Feb-18,28-Mar-18,28-Mar-18,28-Mar-18,29-Mar-18,29-Mar-18,3-Apr-18,4-Apr-18,TRUE,TRUE,,
732886,Letter,Reggler,"Response to Wooton, 732453 (published Jan 9)",07-Feb-17,,27-Mar-17,,No longer consider for print- DK,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732888,Letter,Ashe,"Response to Reggler, 732886",07-Feb-17,,27-Mar-17,,No longer consider for print- DK,,,,,,,,,,,,,,,TRUE,TRUE,,
732877,Letter,Carr,"""Unfortunate omission""",07-Feb-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
170784,Analysis,van Weel,Why strengthening primary health care is essential to achieving universal health coverage,07-Dec-17,,16-Apr-18,,Please could we publish this by the end of April 2018?; linked commentary accepted (Dugani)  12/03/2018,4,Sarah,Olivier,ED,KP,,8-Dec-17,21-Jan-18,21-Jan-18,21-Jan-18,22-Jan-18,27-Jan-18,31-Jan-18,11-Feb-18,FALSE,FALSE,"Primary health care, universal health coverage","10, 383, 165, 170"
171339,Practice,Jeyalingam,Eosinophilic Esophagitis,07-Dec-17,,30-Apr-18,,Inform author once publication date set,1,Lea,Olivier,Erin,DK,,13-Dec-17,27-Mar-18,27-Mar-18,3-Apr-18,4-Apr-18,4-Apr-18,4-Apr-18,5-Apr-18,FALSE,FALSE,"gastroenterology, allergy, esosinophilia, esophagitis, inflammation","514, 153, 196, 383"
68733,Letter,Willett,What to do about the Canadian residency matching process,07-Dec-17,,29-Jan-18,February 2018,"DK: Post, publish, consider for print. Her competing interest is actually that she is Chair, CaRMS Board of Directors. Her name and title should be removed from the bottom of the letter for posting.",1,Vicky,Olivier,Olivier,,,8-Dec-17,2-Jan-18,2-Jan-18,2-Jan-18,2-Jan-18,2-Jan-18,3-Jan-18,5-Jan-18,TRUE,TRUE,,
170403,Correction,NA,Correction: Litigious future for Big Sugar? [News],07-Apr-17,,24-Apr-17,,"correction for doi: 10.1503/cmaj.1095388, published Mar 6 2017",,,Olivier,,,,7-Apr-17,,,,,,,,TRUE,FALSE,,
733060,Letter,Midroni,"Response to Guttmann response to McGuffin, 733042",07-Apr-17,,29-May-17,,No longer consider for print- DK,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733067,Letter,Tu,"Response to ""Clarification of results""",07-Apr-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
733433,Letter,Miner,The public health response to the obesity epidemic requires scientifically sound analysis and policy,06-Sep-17,,,,"DK: Post, publish and consider for print (with authors' reply.) Do not publish (KP)",,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733422,Letter,Tyers,Criminalization never works,06-Sep-17,,,,DK: post,,,,,,,,,,,,,,,TRUE,TRUE,,
733500,Letter,Conway,Doctors share responsibility for damaging discourse,06-Oct-17,,8-Jan-18,January 2018,"DK: Post, Publish and consider for Print",1,Lea,Erin D,Olivier,DK,,10-Oct-17,24-Nov-17,24-Nov-17,24-Nov-17,27-Nov-17,27-Nov-17,4-Dec-17,5-Dec-17,TRUE,TRUE,,
733502,Letter,Tyers,George VI correction,06-Oct-17,,,,DK: post only. Please let Kate know as this is should follow our (very minor) corrections process—likely a published correction notice.,,,NA,,,,,,,,,,,,TRUE,TRUE,,
733575,Letter,Puri,"Response to letter 733320: Opioid Warning Label, Add Relapse",06-Nov-17,,,,Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
170304,Practice,Clark,Living kidney donation,06-May-17,,14-Aug-17,November 2017,,1,Lea,Erin D,Olivier,DK,,8-Jun-17,23-Jun-17,23-Jun-17,23-Jun-17,10-Jul-17,10-Jul-17,11-Jul-17,12-Jul-17,FALSE,FALSE,"living kidney donation, Kidney Foundation of Canada, nephrology, transplant medicine","514, 99, 44, 383"
161214,Practice,Colantonio,Severe allergic contact dermatitis due to Polysporin,06-Mar-17,,8-Aug-17,September 2017,,1,Lea,Erin D,Olivier,DK,,6-Mar-17,16-Jun-17,20-Jun-17,20-Jun-17,7-Jul-17,10-Jul-17,11-Jul-17,12-Jul-17,FALSE,FALSE,"Polysporin, ointments, allergies, adverse reactions, dermatology","504, 22, 196, 328"
161321,Practice,Chen,Thrombosed persistent sciatic artery presenting with pain in the buttock,06-Mar-17,,14-Aug-17,,,1,Lea,Olivier,Olivier,DK,,13-Mar-17,7-Jul-17,7-Jul-17,7-Jul-17,10-Jul-17,10-Jul-17,12-Jul-17,13-Jul-17,FALSE,FALSE,"persistent sciatic artery, thrombosis, internal medicine, vascular surgery","504, 4, 101, 383 "
170193,Commentary,Rochon,The harms of benzodiazepines for patients with dementia,06-Mar-17,,10-Apr-17,October 2017,,2,Vicky,Olivier,,KP,,8-Mar-17,10-Mar-17,17-Mar-17,20-Mar-17,20-Mar-17,22-Mar-17,24-Mar-17,27-Mar-17,FALSE,FALSE,"Dementia, Alzheimer, neuropsychiatric drugs","328, 35, 271, 383"
170021,Practice,Donovan,For Women with Thyroid Disease Planning Pregnancy,06-Mar-17,,17-Jul-17,,Schedule in the same issue as 161388-fiveSchedule in the same issue as 161388-fiveSchedule in the same issue as 161388-fiveSchedule in the same issue as 161388-five,1,Vicky,Olivier,,,,15-Mar-17,9-Jun-17,19-Jun-17,19-Jun-17,22-Jun-17,23-Jun-17,28-Jun-17,29-Jun-17,FALSE,FALSE,"Pregnancy, endocrinology, thyroid ","514, 415, 159, 152"
170247,Editorial,Stanbrook,"Trump travel ban means academics must strengthen, not sever, U.S. ties",06-Mar-17,,20-Mar-17,April 2017,,2,Kate B,Olivier,Erin,DK,NA,6-Mar-17,6-Mar-17,6-Mar-17,6-Mar-17,7-Mar-17,7-Mar-17,7-Mar-17,7-Mar-17,TRUE,TRUE,"Trump travel ban, US professional and academic institutions, medical conferences","134, 168"
732958,Letter,Jansz,Selection Bias,06-Mar-17,,8-May-17,,,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
170145,Commentary,Chadi,Caring for young carers in Canada,06-Jun-17,,17-Jul-17,,,2,Vicky,Olivier,Erin,KP,,15-Jun-17,16-Jun-17,21-Jun-17,21-Jun-17,22-Jun-17,22-Jun-17,22-Jun-17,27-Jun-17,FALSE,FALSE,"caregiving, youth, legislation, long-term care","383, 72"
170661,Editorial,Stanbrook,Natural health products should be sold separately from drugs,06-Jun-17,,26-Jun-17,July 2017,,1,Lea,Erin D,Erin,DK,,6-Jun-17,6-Jun-17,6-Jun-17,6-Jun-17,6-Jun-17,6-Jun-17,6-Jun-17,,TRUE,TRUE,"natural health products, nonprescription drugs, regulation, Health Canada","186, 346, 170, 20"
161347,Practice,Wiggers,Mumps in a 27-year-old man,06-Jan-17,,18-Apr-17,May 2017,,3,Lea,Olivier,,DK,,23-Jan-17,1-Feb-17,2-Feb-17,2-Feb-17,6-Feb-17,6-Feb-17,10-Feb-17,13-Feb-17,FALSE,FALSE,"Mumps, MMR vaccine vaccination, infectious disease","518, 154, 433, 2, 383, 170"
161369,Humanities,Chun,The expert,06-Jan-17,,8-Aug-17,September 2017,,2,Lea,Erin D,,BJS,DK,19-Jan-17,22-Jun-17,23-Jun-17,23-Jun-17,4-Jul-17,5-Jul-17,7-Jul-17,11-Jul-17,FALSE,FALSE,"cancer, palliative care, end-of-life care and decisions","526, 474, 42, 109"
69170,Letter,Byrne,Newborns exposed to opioids need mothers more than NICU,06-Feb-18,,16-Apr-18, ,"KP: Post, Publish and consider for Print",1,Kate,Erin D,Erin,KP,NA,7-Feb-18,21-Mar-18,21-Mar-18,21-Mar-18,22-Mar-18,22-Mar-18,26-Mar-18,27-Mar-18,TRUE,TRUE,,
161386,Practice,Brichacek,Necrotizing fasciitis after scalpel injury sustained during postmortem examination,06-Feb-17,,23-May-17,October 2017,,3,Lea,Erin D,,DK,,8-Feb-17,16-Feb-17,22-Feb-17,22-Feb-17,28-Feb-17,3-Mar-17,9-Mar-17,16-Mar-17,FALSE,FALSE,"necrotizing fasciitis, infectious diseases, plastic surgery, scalpel blade injury","518, 154, 343, 69, 2"
161410,Practice,Jogova,Fluid-filled striae in a patient with hypoalbuminemia,06-Feb-17,,17-Jul-17,,,1,Vicky,Olivier,Erin,DK,,23-Feb-17,2-Jun-17,7-Jun-17,8-Jun-17,12-Jun-17,12-Jun-17,23-Jun-17,27-Jun-17,FALSE,FALSE,"stretch marks, C. difficile, infection","504,22,398, 154, 153"
68722,Letter,Giordano,RE: Bill S-206 is ill-suited to achieve its stated objectives,06-Dec-17,,19-Mar-18,,"DK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - ErinDK: Post, Publish and consider for Print; reminder to AU Feb. 28 DK decided not to print - Erin",1,Lea,Olivier,,KP,,12-Dec-17,16-Feb-18,16-Feb-18,16-Feb-18,16-Feb-18,16-Feb-18,28-Feb-18,,TRUE,TRUE,,
180464,Coda,Hancock,Mental health promotion must be a priority,06-Apr-18,,23-Apr-18,May 2018,,1,Kate,Erin,Erin,KP,NA,6-Apr-18,6-Apr-18,6-Apr-18,6-Apr-18,9-Apr-18,9-Apr-18,10-Apr-18,10-Apr-18,FALSE,TRUE,"mental health, public health, government policy, physical and social well-being, poverty","539, 165"
171454,Practice,Hota,Fecal Microbiota Transplantation for Recurrent Clostridium difficile Infection,06-Apr-18,,18-Jun-18,,,1,Kate,Olivier,,DK,NA,9-Apr-18,11-May-18,11-May-18,18-May-18,18-May-18,18-May-18,,,FALSE,TRUE,"Clostridium difficile infection, fecal microbiota transplantation","514, 153, 154"
180461,Correction,NA,Mycobacterium avium complex infection presenting as persistent ascitesMycobacterium avium complex infection presenting as persistent ascitesMycobacterium avium complex infection presenting as persistent ascites,06-Apr-18,,23-Apr-18,,6 April: VB completed CE and routed to WC in IC.,1,Vicky,Erin ,Wendy,KP,,6-Apr-18,6-Apr-18,6-Apr-18,,,,,,TRUE,TRUE,,
171341,Practice,Keng,Japanese Encephalitis,06-Apr-18,,28-May-18,,,1,Kate,Erin D,Olivier,DK,NA,6-Apr-18,25-Apr-18,25-Apr-18,25-Apr-18,11-May-18,11-May-18,14-May-18,14-May-18,TRUE,TRUE,infectious diseases,"504, 21, 154, 195, 155, 537"
170704,Commentary,Plummer,The story of Canada's Ebola vaccine,05-Sep-17,,30-Oct-17,May 2018,"linked to 170074-res, pubd online Jun 19",2,Vicky,Erin D,Olivier,KP,,25-Sep-17,5-Oct-17,5-Oct-17,5-Oct-17,11-Oct-17,11-Oct-17,13-Oct-17,16-Oct-17,FALSE,FALSE,"vaccines, ebola, public health","154, 433"
170956,Commentary,Simon,Who needs palliative care?,05-Sep-17,,5-Mar-18,,,2,Lea,Olivier,Olivier,KP,,6-Sep-17,8-Sep-17,12-Sep-17,12-Sep-17,14-Sep-17,6-Oct-17,12-Oct-17,18-Oct-17,FALSE,FALSE,"Palliative medicine, stroke, Center to Advance Palliative Care, Royal College of Physicians and Surgeons of Canada","42, 38, 10, 383"
170988,Commentary,Shemie,Trends in deceased organ donation in Canada,05-Sep-17,,25-Sep-17,May 2018,linked research scheduled for Sep 25,2,Vicky,Olivier,Olivier,KP,,6-Sep-17,8-Sep-17,8-Sep-17,8-Sep-17,8-Sep-17,8-Sep-17,9-Sep-17,11-Sep-17,TRUE,FALSE,"organ donation, cardiology, health policy","109, 21"
733427,Letter,Leong,Could changes in pharmacotherapy peri-pregnancy contribute to the shift in means of suicide?,05-Sep-17,,4-Dec-17,December 2017,"DK: Post, publish and consider for print",,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733429,Letter,Mintzes (consider for print only if authors respond),Mental health care and suicide in pregnancy and postpartum,05-Sep-17,,4-Dec-17,December 2017,"DK: post, publish and consider for print (the latter only if the authors respond.)",,Lea,Olivier,,,,,,,,,,,27-Sep-17,TRUE,TRUE,,
733494,Letter,Bianchi,Do burnout researchers go around in circles?,05-Oct-17,,,,"DK: In the absence of supporting references (other than letters), let’s post only.",,,NA,,,,,,,,,,,,TRUE,TRUE,,
180242,Commentary,Preto,Exploring vulnerability in Canadian health care,05-Mar-18,,19-Mar-18,April 2018,for vulnerable populations launch,2,Kate,Erin D,Erin,KP,NA,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,6-Mar-18,6-Mar-18,FALSE,FALSE,"Vulnerable populations, ethics","538, 467, 10"
180220,Commentary,Guttmann,Focused policy is needed to reduce inequities in primary health care access for children,05-Mar-18,,9-Apr-18,,linked commentary,2,Lea,Olivier,Erin,KP,DK,6-Mar-18,20-Mar-18,20-Mar-18,20-Mar-18,21-Mar-18,21-Mar-18,22-Mar-18,22-Mar-18,FALSE,FALSE,"youth, pediatrics, vulnerable populations, adolescent medicine, screening &diagnostics tests, primary care, public health, health outcomes","538, 10, 72, 225, 383, 170, 105, 24"
180114,Humanities,Schrewe,Little things,05-Mar-18,,30-Apr-18,,,2,Vicky,Erin D,Olivier,BJS,KP,5-Mar-18,21-Mar-18,23-Mar-18,23-Mar-18,27-Mar-18,27-Mar-18,27-Mar-18,28-Mar-18,FALSE,FALSE,"Pediatrics, sociocultural, humanities, immigration, abuse","526, 351, 383, 72, 474, 538"
180288,Editorial,Flegel,Vulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to championVulnerable populations: an area CMAJ will continue to champion,05-Mar-18,,19-Mar-18,April 2018,for vulnerable populations launch,1,Lea,Olivier,Erin,DK,NA,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,5-Mar-18,6-Mar-18,6-Mar-18,TRUE,TRUE,"Vulnerable populations, CMAJ policy","538, 462. 143, 170, 540"
69393,Letter,Rieb,Add naltrexone to in-flight medical supplies,05-Mar-18,,25-Jun-18, ,"DK: Post, Publish and consider for Print",1,,Olivier,,,,7-Mar-18,,,,,,,,TRUE,TRUE,,
69394,Letter,Garson,RE: Management of opioid use disorders: a national clinical practice guideline,05-Mar-18,,,,DK: Post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
733231,Letter,Romo,"The Utility and Value of the ""Surprise"" Question for Patients with Serious Illness",05-Jun-17,,21-Aug-17,,DK: publish and consider for print.,,Vicky,Erin,,,,,,,,,,,,TRUE,TRUE,,
733233,Letter,Quinlan,"Extrapolation warning  (Relation of total sugars, fructose and sucrose with incident type 2 diabetes)",05-Jun-17,,11-Sep-17,,DK: post and publish ,,Vicky,Erin,,,,,,,,,,,,TRUE,TRUE,,
733220,Letter,Cassel ,"Re:Cannabis Use, Legalization and Youth Health",05-Jun-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
733222,Letter,Pyshnov,Re: Stopping the slide to research fraud,05-Jun-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
733320,Letter,Herzog,Opioid warning label,05-Jul-17,,23-Oct-17,,Original decision was post only. Revised to post and publish because Busse's response is interesting,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733316,Letter,Wood,Data limitations may affect conclusions in study of vaginal delivery at midpelvic station,05-Jul-17,,30-Oct-17,,"KP: post, publish [originally was consider for print, but KP changed mind]",,Vicky,Olivier,,,,,,,,,,,28-Sep-17,TRUE,TRUE,,
68884,Letter,Mitchell,homelessness and starving ,05-Jan-18,,,,KP: Delete. I struggled a bit with this recommendation as I feel I’m silencing someone vulnerable. But she names and accuses and it’s a very old article and this isn’t the right forum for sorting out her issue. I think not a good idea to post.,,,NA,,,,,,,,,,,,TRUE,TRUE,,
171111,Practice,Huang,Chronic actinic dermatitis,05-Feb-18,,12-Mar-18,,Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.Vicky took over from Lea. To DK Feb. 16 for review of AU revisions. Appendix 1 deleted from article.,1,Lea,Olivier,Olivier,DK,,6-Feb-18,7-Feb-18,8-Feb-18,8-Feb-18,12-Feb-18,12-Feb-18,14-Feb-18,22-Feb-18,FALSE,FALSE,"dermatitis, dermatology, eczema, asthma, hayfever, allergies, photosensitivity, patch testing, ","504, 22, 328, 383"
171483,Practice,L'Huillier,Aspergilloma fungus ball,05-Feb-18,,19-Mar-18,,,1,Kate,Erin D,Olivier,DK,NA,6-Feb-18,9-Feb-18,9-Feb-18,9-Feb-18,12-Feb-18,13-Feb-18,13-Feb-18,14-Feb-18,FALSE,FALSE,infectious disease ,"504, 154"
171357,Commentary,McLeod,Health in Correctional Facilities is Health in Our Communities,05-Feb-18,,12-Mar-18,,KP suggested publish March 12,2,Kate,Olivier,Olivier,KP,NA,6-Feb-18,8-Feb-18,8-Feb-18,8-Feb-18,12-Feb-18,12-Feb-18,14-Feb-18,14-Feb-18,FALSE,FALSE,"prison health care, population health","170, 43, 10, 538, 383 "
171527,Commentary,McAlister,COMPARING CANADIAN HEALTHCARE TO THAT IN OTHER COUNTRIES: LOOKING BEYOND THE HEADLINES,05-Feb-18,,26-Feb-18,,none,2,Lea,Erin D,Erin,KP,,6-Feb-18,6-Feb-18,6-Feb-18,6-Feb-18,6-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,FALSE,FALSE,"Canada 's health care system, Commonwealth Fund Report, WHO, HALE, Global Burden of Disease study, ranking of health care ","10, 165, 200, 383"
180153,Editorial,Kelsall,Physicians are not solely responsible for ensuring access to medical assistance in dying,05-Feb-18,,20-Feb-18,March 2018,,1,Kate,Olivier,Olivier,KP,NA,5-Feb-18,5-Feb-18,5-Feb-18,5-Feb-18,5-Feb-18,5-Feb-18,5-Feb-18,5-Feb-18,TRUE,TRUE,"Medical assistance in dying, Canadian government","524, 467, 456, 165, 10"
170958,Guideline,Bruneau,Management of opioid use disorders: a national clinical practice guideline,05-Feb-18,,5-Mar-18,April 2018,linked commentary,11,Kate,Erin D,Erin,DK,NA,5-Feb-18,6-Feb-18,7-Feb-18,7-Feb-18,12-Feb-18,12-Feb-18,20-Feb-18,20-Feb-18,TRUE,TRUE,"opioids, addiction medicine, pain treatment","189, 7, 383, 538"
69162,Letter,Norman,"Failure to monitor or prevent unintended pregnancy is the key intergenerational problem, not the pregnancy outcome",05-Feb-18,,14-May-18, ,"DK: Post, publish and consider for print. THE AUTHORS SHOULD RESPOND TO THIS.",1,Vicky,Olivier,Erin,DK,,6-Feb-18,3-Apr-18,4-Apr-18,5-Apr-18,5-Apr-18,5-Apr-18,,6-Apr-18,TRUE,TRUE,,
69129,Letter,Sturmberg,Creating the conditions that allow health for all to emerge,05-Feb-18,,26-Mar-18,June 2018,"DK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and DuttonDK: Post, publish and consider for print goes with Shaver and Dutton",1,Lea,Erin D,Olivier,KP,,6-Feb-18,9-Mar-18,9-Mar-18,9-Mar-18,9-Mar-18,,,12-Mar-18,TRUE,TRUE,,
171297,Practice,Jud,Lancisi sign in a 69-year-old man with severe tricuspid regurgitation,05-Dec-17,,8-Jan-18,,,1,Lea,Olivier,Erin,DK,,5-Dec-17,5-Dec-17,5-Dec-17,6-Dec-17,11-Dec-17,11-Dec-17,12-Dec-17,14-Dec-17,FALSE,FALSE,"Cardiology, cardiac surgery, electrocardiography, echocardiography","504, 151, 91"
