docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160300,Practice,Five things to know about…,Moubayed,Thyroid nodules,,25-Apr-16,,,,December 2016,,,,1,Kate S,Olivier,,DK,—,,5-May-16,6-Jul-16,6-Jul-16,6-Jul-16,8-Jul-16,8-Jul-16,26-Jul-16,26-Jul-16,27-Jul-16,,,28-Jul-16,1,No,Thyroid nodules,Patients with a thyroid nodule should have measurement of TSH and neck ultrasonography,No,thyroid cancer,"207, 152, 105, 514",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160300,,,,,,,10,62,0,2,18,0,1,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151316,Practice,Five things to know about…,Downar,Repetitive transcranial magnetic stimulation: an emerging treatment for medication-resistant depression,,09-May-16,,,,November 2016,,,,3,Kate B,Olivier,,DK,—,,16-May-16,2-Aug-16,8-Aug-16,8-Aug-16,10-Aug-16,10-Aug-16,15-Aug-16,15-Aug-16,16-Aug-16,,,16-Aug-16,1,,Repetitive transcranial magnetic stimulation,Repetitive transcranial magnetic stimulation is an emerging option for treatment-resistant depression,No,"depression, brain-stimulation treatments (repetitive transcranial magnetic stimulation, electroconvulsive therapy)","517, 161 ",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151316,,,,,,,7,78,6,2,5,0,1,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151551,Practice,Five things to know about…,D'Souza,Preeclampsia ,,21-Mar-16,,,,November 2016,authors told tentative Aug/Sep EOR,,,1,Kate S,Olivier,ON,DK,—,,5-Apr-16,19-Aug-16,19-Aug-16,19-Aug-16,23-Aug-16,23-Aug-16,24-Aug-16,24-Aug-16,25-Aug-16,,,25-Aug-16,0,No,Preeclampsia,"Preeclampsia is a multiorgan syndrome, with proteinuria no longer a requirement to make the diagnosis",No,"pregnancy, hypertension, aspirin, heart disease, stroke","514, 202, 17",,,,,,,,"@MountSinai, @uoftmedicine, @SingingOB",,,,,,15,136,0,4,1,0,1,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160228,Practice,Five things to know about…,Mutluoglu,Diabetic foot osteomyelitis,,11-May-16,,,,December 2016,epaginated,,,1,Lea,Erin D,,DK,,None,12-May-16,27-Sep-16,29-Sep-16,29-Sep-16,7-Oct-16,7-Oct-16,11-Oct-16,11-Oct-16,12-Oct-16,,,12-Oct-16,0,,Diabetic foot osteomyelitis,"Findings in early diabetic foot osteomyelitis may be subtle, but specific blood tests and imaging can help.",No,"diabetes, feet, osteomyelitis, antibiotics, surgery","24, 96, 383, 514",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160228,,,,,,,1,138,2,8,4,0,1,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160720,Practice,Five things to know about…,Hsiang,Emergency contraception,,05-Aug-16,,,,December 2016,epaginated,,,1,Lea,Olivier,,DK,,None,10-Aug-16,17-Oct-16,24-Oct-16,24-Oct-16,27-Oct-16,27-Oct-16,31-Oct-16,31-Oct-16,31-Oct-16,,,31-Oct-16,1,No,Emergency contraception,What is most effective? Does weight matter? Hsiang and Dunn provide an update on emergency contraception.,No,"IUD, abortion, levonorgestrol, ulipristal, pregnancy, emergency contraception","2, 159, 187, 273, 383, 514, 533",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160720,#ONhealth #WCH,,,,,,5,68,7,3,4,0,0,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272,Letter,,Loh,What constitutes a public health response to the opioid overdose epidemic?,,21-Feb-18,,,28-May-18,YES,"DK: Post, Publish and consider for Print",,171060,1,Vicky,Olivier,Olivier,DK,,None,26-Feb-18,1-May-18,2-May-18,2-May-18,3-May-18,,,9-May-18,9-May-18,9-May-18,9-May-18,9-May-18,0,,,,,,,,,,,,,,,,,,,,5,64,1,1,,,0,0,96,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170965,Practice,Five things to know about…,Ben-Yakov,Low-risk ankle injuries in children,,16-Nov-17,,,26-Mar-18,,,,,1,Lea,Olivier,Erin,KP,,none,22-Nov-17,28-Nov-17,18-Dec-17,18-Dec-17,18-Dec-17,18-Dec-17,2-Jan-18,3-Jan-18,4-Jan-18,4-Jan-18,4-Jan-18,4-Jan-18,2,No,Low-risk ankle injuries in children,Five things to know about how to manage children with ankle injuries using the LRAR.,No,"low-risk ankle injuries, pediatrics","514, 323, 72, 105, 2",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170965,"Twitter: @docmaximum (author), link to @TREKKca and @SickkidsNews ",Ankle injuries in kids are very common and clinical decision tools can be used to figure out which need an x-ray. Most injuries occur on the outside of the ankle and are sprains or a small fracture. These injuries can be managed with a supportive splint rather than casting.,,,,,6,6,20,0,15,1,1,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171059,Practice,Five things to know about…,Sanders,Retained intrauterine devices in pregnancy,,30-Nov-17,,,9-Apr-18,,,,,1,Vicky,Olivier,Olivier,DK,,None,13-Dec-17,26-Feb-18,27-Feb-18,27-Feb-18,5-Mar-18,7-Mar-18,9-Mar-18,13-Mar-18,14-Mar-18,14-Mar-18,14-Mar-18,14-Mar-18,0,No,Retained intrauterine devices in pregnancy ,Current evidence supports removal of retained IUDs in pregnancy at the earliest gestational age possible,No,"Pregnancy, contraception, IUDs, medical devices, obstetrics, gynecology","514, 415, 202, 159, 273, 533",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.171059,We have no social media tags.,"Intrauterine contraceptive devices (IUDs) are widely used for contraception in North America. Despite their impressive efficacy rates, pregnancies do arise with an IUD in utero. Pregnancies complicated by retained IUDs are at increased risk of adverse pregnancy outcomes, specifically early miscarriage and preterm delivery. Current evidence supports the removal of IUDs in pregnancy at the earliest gestational age possible. Evidence shows decreases in both miscarriage and preterm delivery rates following IUD removal in early pregnancy.  When the IUD strings are visible on exam, removal is undertaken in the usual fashion by grasping and pulling on the strings.  This can be performed by a patient's primary care provider. When the strings are not visible or retrievable on exam, hysteroscopic retrieval, or ultrasound-guided retrieval with grasping forceps, can be performed for IUD removal. In this circumstance, patients should be referred to a gynecologist with experience in advanced hysteroscopy, or a maternal fetal medicine specialist with expertise in ultrasound guided procedures, for the consideration of IUD removal.",,,,,13,75,1,6,2,4,1,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69393,Letter,,Rieb,Add naltrexone to in-flight medical supplies,,05-Mar-18,,,25-Jun-18,YES,"DK: Post, Publish and consider for Print",,170601,1,Lea,Olivier,,DK,,None,7-Mar-18,24-May-18,24-May-18,24-May-18,25-May-18,25-May-18,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,78,0,1,,,,,112,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69467,Letter,,Carvalho,RE: Add naloxone to in-flight medical supplies,,13-Mar-18,,,25-Jun-18,YES,"KP Post, Publish and consider for Prin. I’m not sure what the decision was on the Rieb letter (beyond post), but if this goes in print it may be good if they both go in print.",,170601 and Rieb letter,1,,Olivier,,,,None,16-Mar-18,24-May-18,25-May-18,25-May-18,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3,69,1,,,,,,104,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170776,Review,Review,Legge,Managing premature atherosclerosis in patients with chronic inflammatory diseases,,21-Dec-17,,,9-Apr-18,,,Podcast,,10,Lea,Erin D,Olivier,KP,DK,None,2-Jan-18,25-Jan-18,9-Feb-18,9-Feb-18,15-Feb-18,15-Feb-18,26-Feb-18,2-Mar-18,2-Mar-18,5-Mar-18,5-Mar-18,8-Mar-18,0,No,Chronic inflammatory disease & early CVD,Patients with chronic inflammatory conditions such as RA and SLE are twice as likely to develop cardiovascular disease.,No,"Cardiovascular medicine, rheumatology, rheumatoid arthritis, psoriatic arthritis, chronic inflammatory diseases","151, 158, 105",,,https://soundcloud.com/cmajpodcasts/170776-rev,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170776,,"Diseases of chronic inflammation, such as rheumatoid arthritis, increase the risk of developing atherosclerosis in the heart and major blood vessels. Increased awareness of this risk among patients and healthcare providers is required in order to address the excess burden of heart disease in this population.",,,,,12,23,15,6,11,4,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161242,Guideline,Guideline,Thombs,Recommendations on behavioural interventions for the prevention and treatment of cigarette smoking among school-aged children and youth,,02-Feb-17,,,27-Feb-17,March 2017,,Podcast,,7,Kate S,Olivier,Olivier,DK,NA,,3-Feb-17,3-Feb-17,7-Feb-17,7-Feb-17,8-Feb-17,8-Feb-17,10-Feb-17,13-Feb-17,13-Feb-17,13-Feb-17,14-Feb-17,14-Feb-17,5,Yes,Guideline on smoking in youth,Providing brief information and advice may help to prevent and treat smoking among children and youth,Ask Leesa,"smoking cessation, pediatrics","144, 383, 72, 189",Yes,https://soundcloud.com/cmajpodcasts/161242-guide/s-JZ9j0,https://soundcloud.com/cmajpodcasts/161242-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/308138284%3Fsecret_token%3Ds-JZ9j0&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161242,@cantaskforce English: #CTFPHC #Guideline #Tobacco #Smoking  French: #GECSSP #Tabac #Directive #Tabagisme,,,,,,1,0,4,1,2,3,0,1,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161521,Guideline,Guideline,Grad,Recommendations on Hepatitis C Screening for Adults,,24-Mar-17,,,24-Apr-17,May 2017,,Podcast,170274-com,11,Vicky,Olivier,Oliver,DK,,,,30-Mar-17,3-Apr-17,3-Apr-17,5-Apr-17,5-Apr-17,10-Apr-17,10-Apr-17,10-Apr-17,10-Apr-17,10-Apr-17,10-Apr-17,6,Yes,Screening for hepatitis C infection,Guideline weighs in on whether all Canadian adults should be screened at least once for HCV infection,No,"hepatitis C virus infection, health policy, liver, public health","189, 105, 28, 383, 154",Yes,https://soundcloud.com/cmajpodcasts/161521-guide/s-rmLmH,https://soundcloud.com/cmajpodcasts/161521-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/316919759%3Fsecret_token%3Ds-rmLmH&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161521,"English Tags #CTFPHC #HCV #hepatitisC #HepC
French Tags #GECSSP #VHC   #hépatiteC #HepC
CTFPHC Twitter Handle: @cantaskforce
","The CTFPHC recommends against screening for Hepatitis C in adults with no symptoms who are not at elevated risk.  This recommendation does not apply to adults at higher risk for Hepatitis C infection, e.g. people who have ever injected drugs, among others.",,,,,,,4,2,5,0,0,0,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170363,Guideline,Guideline,Busse,Guideline for opioid therapy and chronic noncancer pain,,12-Apr-17,,,8-May-17,June 2017,,Podcast,170431-com,8,Vicky,Erin D,,DK,,none,,12-Apr-17,13-Apr-17,13-Apr-17,18-Apr-17,19-Apr-17,24-Apr-17,24-Apr-17,25-Apr-17,25-Apr-17,25-Apr-17,25-Apr-17,4,Yes,Opioid therapy guideline,This guideline tackles the complex issue of opioids in the management of chronic noncancer pain,No,"opioids, fentanyl, CDC, noncancer pain, guidelines","189, 530, 4, 383",Yes,,https://soundcloud.com/cmajpodcasts/170363-guide,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170363," @JasonWBusse
#McMasterU 
#machealthsci
@PainHQ_Mac
@mcmasternpc
@EBCPMcMaster
#opioid_epidemic #opioiduse #opioidguideline #addiction #opioids #opioidcrisis #opioidepidemic","The new Canadian guideline aspires to promote evidence-based prescribing of opioids for chronic non-cancer pain, including maximum dose recommendations, avoiding opioids in high risk populations, and guidance for tapering patients receiving high doses.",,,,,,,1,5,5,0,1,0,26,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170118,Guideline,Guideline,Singh,Recommendations on screening for abdominal aortic aneurysm in primary care,,16-Aug-17,,,11-Sep-17,October 2017,,Podcast,,9,Vicky,Olivier,Lea,DK,,"taskforce copyright form, acks from Fitzpatrick-Lewis, Warren, Usman Ali, Kenny, Peirson, Rice, Peck-Reid, Sherifali and Raina",17-Aug-17,17-Aug-17,18-Aug-17,18-Aug-17,21-Aug-17,21-Aug-17,23-Aug-17,24-Aug-17,24-Aug-17,24-Aug-17,25-Aug-17,28-Aug-17,3,Yes,Abdominal aortic aneurysm guideline,New guideline on screening for abdominal aortic aneurysm recommends screening men aged 65 to 80,No,"cardiovascular, aortic aneurysm, guidelines","189, 151, 194, 105, 383",,https://soundcloud.com/cmajpodcasts/170118-guide/s-7yjXN,https://soundcloud.com/cmajpodcasts/170118-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/340215460%3Fsecret_token%3Ds-7yjXN&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170118," • #AbdominalAorticAneurysm
• #CTFPHC
• #aorta
• #screening
• #prevention
 
The CTFPHC’s twitter handle is: @cantaskforce
","The CTFPHC recommends men between 65 and 80 years of age discuss with their health care providers one-time screening by ultrasound for abdominal aortic aneurysm.  The CTFPHC recommends women, not be screened for abdominal aortic aneurysm because they are unlikely to benefit from screening.",,,,,1,0,1,3,2,1,0,1,26,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160900,Research,Cohort study (retrospective),Luo,"Disparities in infant hospitalizations in Indigenous and non-Indigenous populations in Quebec, Canada",Vulnerable populations,13-Jan-17,21-Feb-17,,29-May-17,October 2017,,None,,8,Vicky,Erin D,,MBS,KP,none,15-Feb-17,4-Apr-17,12-Apr-17,19-Apr-17,19-Apr-17,20-Apr-17,24-Apr-17,25-Apr-17,26-Apr-17,26-Apr-17,27-Apr-17,27-Apr-17,0,Yes,Hospitalizations in Indigenous infants,First Nations or Inuit infants were hospitalized significantly more often than non-Indigenous infants,Yes,None,"370, 72, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160900,,First Nations and Inuit infants were at about 2 times higher risk of hospitalization than non-Indigenous infants in Quebec 1996-2010. The disparities did not diminish over time. Acute bronchiolitis and pneumonia were the top two morbidities contributing to the excess hospitalizations.,39,6,42,97,33,48,8,0,4,1,1,1,136,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170206,Guideline,Guideline,Puligandla,Diagnosis and management of congenital diaphragmatic hernia: a clinical practice guideline ,,18-Dec-17,,,29-Jan-18,February 2018,DK looking for commentary,Podcast,DK looking for commentary author,10,Vicky,Olivier,Olivier,DK,,none,20-Dec-17,3-Jan-18,4-Jan-18,4-Jan-18,10-Jan-18,10-Jan-18,12-Jan-18,12-Jan-18,15-Jan-18,15-Jan-18,,,2,Yes,Congenital diaphragmatic hernia guideline,This new Canadian guideline on congenital diaphragmatic hernia covers the full trajectory of care,No,"hernia, guidelines, pediatrics, critical care","189, 21, 71, 72, 447",Yes,https://soundcloud.com/cmajpodcasts/170206-guide/s-q1JQh,https://soundcloud.com/cmajpodcasts/170206-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/385480892%3Fsecret_token%3Ds-q1JQh&amp;color=%23ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;show_teaser=true""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170206,"Hashtags: #CDH, #pedsurg, #CanCDHguide
Twitter: @CAPSsurgeons 
Facebook:  www.facebook.com/CAPSsurgeons 
","Congenital diaphragmatic hernia (CDH), a birth defect frequently diagnosed during pregnancy, causes breathing problems in newborns.  Despite expert care, some babies die and many survive with ongoing health problems. This article describes care guidelines for CDH across the life spectrum. ",,,,,2,14,1,6,2,0,3,,42,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170817,Research,Cohort study (retrospective),Ronald,"Demographic risk factors of tuberculosis in people migrating to British Columbia, Canada: a retrospective cohort study ",Vulnerable populations,05-Oct-17,12-Oct-17,,26-Feb-18,March 2018,22 Feb: Visual Abstract 170817-syn F for March print,Visual abstract,,9,Lea,Erin D,Erin,KF,DK,none,10-Oct-17,21-Dec-17,15-Jan-18,15-Jan-18,26-Jan-18,30-Jan-18,5-Feb-18,6-Feb-18,6-Feb-18,6-Feb-18,7-Feb-18,12-Feb-18,1,Yes,Predictors of active TB in people migrating to BC,Demographic factors at time of immigration can help identify people at high risk for active TB.,Yes,"TB, immigrants, BC, infectious disease, screening, epidemiology","538, 154, 170, 511, 163",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170817,,,7,2,70,137,5,72,25,11,6,1,0,1,144,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141331,Guideline,Guideline,Papaioannou,Recommendations for preventing fracture in long-term care,,01-Jun-15,,,,October 2015,,Podcast,,11,Peggy,Kelly,Mel,,,None,,,,,,,,,,,,,1,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141614,Guideline,Guideline,Liu  ,Diagnosis and management of iliofemoral deep vein thrombosis: clinical practice guideline  ,,28-Jul-15,,,,November 2015,with KT tools in polywrap,Podcast,,9,Peggy,Kelly,Erin D,,,,,,,,,,,,,,,,2,Yes,,,No,,,,,,,No,,www.cmaj.ca/lookup/doi/10.1503/cmaj.141614,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150033,Guideline,Guideline,Morales,Diagnosis and management of testosterone deficiency syndrome in men: clinical practice guideline,,10-Aug-15,,,,December 2015,,Podcast,151208-com,9,Kate S,Kelly,Sarah,DK,KP,None,,,,14-Sep-15,6-Oct-15,18-Sep-15,5-Oct-15,5-Oct-15,6-Oct-15,,,9-Oct-15,1,,Testosterone deficiency guideline,Diagnosing and treating testosterone deficiency in men can be complicated. This guideline can help,No,"testosterone therapy, men’s health, sexual health, erectile dysfunction","272, 273, 368",Yes,https://soundcloud.com/cmajpodcasts/150033-guide/s-uv1pW,https://soundcloud.com/cmajpodcasts/150033-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/227643838&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150033,www.cmaj.ca/lookup/doi/10.1503/cmaj.150033,  @menshealthfdn,,,,,,,,22,17,0,1,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140665,Guideline,Guideline,Tan,Management of acne: Canadian clinical practice guideline,,30-Sep-15,,,,February 2016,,Podcast,,9,Peggy,Erin D,Kate S,DK,JF,None,,13-Oct-15,21-Oct-15,21-Oct-15,10-Nov-15,29-Oct-15,6-Nov-15,6-Nov-15,9-Nov-15,,,11-Nov-15,5,Yes,Acne clinical practice guideline,Using this new guideline for the management of acne may help to improve the health of many Canadians,Ask Glenda,"acne, topical antibiotics, benzoyl peroxide, retinoids, tretinoin, isotretinoin,  adapalene, tazarotene, clindamycin, tetracycline, minocycline, doxycycline, penicillins, macrolides, fluoroquinolones , oral contraceptives, ethinyl estradiol, levonorgestrel, drospirenone, norgestimate, cyproterone acetate","22, 377, 368, 383",Yes,soundcloud.com/cmajpodcasts/140665-guide/s-WOSkj,soundcloud.com/cmajpodcasts/140665-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/231676215%3Fsecret_token%3Ds-WOSkj&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.140665, @CdnDermatology @acneaction @CanadianSkin @HumphreyDerm,"Often acne is viewed as a minor problem affecting teens, but it can damage quality of life and lead to emotional distress and permanent scarring. This evidence-based guideline was developed to improve the health of affected Canadians by facilitating early diagnosis, treatment of active lesions and prevention of adverse sequelae. (open access) [WEB IMAGE] Tues 9am",,,,,,,8,20,8,0,3,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141165,Guideline,Guideline,Kretschmer,Recommendations on screening for cognitive impairment in older adults,,30-Oct-15,,,,January 2016,,Podcast,links to CMAJ Open 2015-0057 and 151411-com (EOR Dec 14),10,Kate S,Erin D,Kate B,DK,KP,,4-Nov-15,5-Nov-15,9-Nov-15,10-Nov-15,20-Nov-15,11-Nov-15,16-Nov-15,19-Nov-15,20-Nov-15,,,23-Nov-15,4,Yes,Screening for cognitive impairment,This guideline tells us why we shouldn’t screen our asymptomatic patients for cognitive impairment,Ask Glenda,"cognitive impairment, Alzheimer disease, cholinesterase inhibitors, dementia, geriatrics","35, 105, 271, 368, 469",,https://soundcloud.com/cmajpodcasts/141165-guide/s-NglsA,soundcloud.com/cmajpodcasts/141165-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/234378770%3Fsecret_token%3Ds-NglsA&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.141165,#geriatrics #mentalhealth @kevinpottie @cantaskforce,"As people age, changes to brain structure and function may result in cognitive decline. These changes, however, do not equally affect all cognitive domains or all people. Should we screen our asymptomatic patients for cognitive impairment? In this evidence-based guideline, the Canadian Task Force on Preventive Health Care recommends that we don’t, and explains why not. (open access) [WEB IMAGE] Mon 8pm",,,,,5,1,4,10,5,3,1,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141593,Guideline,Guideline,Green,Fetal alcohol spectrum disorder: a guideline for diagnosis across the lifespan,,20-Oct-15,,,,February 2016,,Podcast,151425-com (EOR Jan 25) for print,7,Kate S,Erin D,Lea,DK,KP,,,28-Oct-15,2-Nov-15,2-Nov-15,25-Nov-15,10-Nov-15,16-Nov-15,17-Nov-15,25-Nov-15,,,26-Nov-15,1,Yes,"Fetal alcohol spectrum disorder guidelines (Delete ""spectrum"" if too long)",This guideline provides evidence-based recommendations for diagnosing fetal alcohol spectrum disorder,Dec 21: French translations of exec. summary (CMAJ article) and full-text version (appendix to exec. summary)  to be provided by the authors (okayed by Glenda); French versions to be posted as appendices to exec summary,"pregnancy, fetal alcohol spectrum disorder","68, 72, 82, 83, 140, 155, 161, 221, 315, 413",,https://soundcloud.com/cmajpodcasts/141593-guide/s-hfFQb,https://soundcloud.com/cmajpodcasts/141593-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/236480817%3Fsecret_token%3Ds-hfFQb&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.141593, @CanFASD @drvalerietemple,"Diagnosis of fetal alcohol spectrum disorder is essential to improve outcomes for affected individuals and families, and to inform pre-pregnancy counselling to prevent future cases. This guideline from the @Canada-FASD-Research-Network-178808246129 provides evidence-based recommendations for best practices in the diagnosis of this condition.  (open access) [BOX 2] MON 1PM",,,,,,,5,23,6,1,8,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151125,Guideline,Guideline,Bacchus,Recommendations on screening for colorectal cancer in primary care,,14-Jan-16,,,,March 2016,,Podcast,,9,Kate B,Erin D,Kate S,DK,KP,,18-Jan-16,21-Jan-16,29-Jan-16,29-Jan-16,12-Feb-16,4-Feb-16,10-Feb-16,11-Feb-16,12-Feb-16,,,17-Feb-16,5,,Colorectal cancer screening guideline,Canadian Task Force on Preventive Health Care updates its guideline on screening for colorectal cancer ,No,colorectal cancer,"153, 205, 189, 105",,https://soundcloud.com/cmajpodcasts/151125-guide/s-uoT8u,https://soundcloud.com/cmajpodcasts/141125-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/246692699%3Fsecret_token%3Ds-uoT8u&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151125,,Updated guideline on screening for colorectal cancer in primary care from the Canadian Task Force on Preventive Health Care. Who should be screened? How often? What screening method should be used? Read to find out. [WEB IMAGE] Tues 9am,,,,,4,3,8,14,6,1,1,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
